date,day_of_week,season,location,listing_type,base_price,demand_index,competitor_avg_price,occupancy_rate,event,customer_rating,lead_time,weather_score,final_price,discount_offered
2025-08-24,Sunday,Summer,San Francisco,Airbnb,71.97,0.52,59.85,55.41,No,3.7,1,0.35,73.71,0.0
2025-08-25,Monday,Summer,Seattle,Airbnb,80.01,0.59,81.97,48.03,No,3.7,36,0.92,75.33,8.6
2025-08-26,Tuesday,Summer,Seattle,Airbnb,231.79,0.71,186.94,45.92,No,3.6,18,0.64,226.06,9.0
2025-08-27,Wednesday,Summer,Miami,Hotel,356.8,0.57,323.71,37.51,Yes,4.7,17,0.47,352.0,13.5
2025-08-28,Thursday,Summer,San Francisco,Hostel,233.94,0.49,254.63,72.94,Yes,4.0,21,0.71,284.19,0.0
2025-08-29,Friday,Summer,San Francisco,Airbnb,361.74,0.85,332.71,48.5,No,4.5,50,0.66,344.63,16.1
2025-08-30,Saturday,Summer,New York,Hotel,149.02,0.28,136.22,30.81,No,4.4,5,0.43,109.25,14.2
2025-08-31,Sunday,Summer,Seattle,Airbnb,352.39,0.42,414.68,53.15,No,3.8,18,0.73,344.44,0.0
2025-09-01,Monday,Fall,Los Angeles,Hotel,478.05,0.61,536.25,51.2,Yes,4.4,44,0.99,572.51,0.0
2025-09-02,Tuesday,Fall,Chicago,Airbnb,260.6,0.35,225.88,75.89,No,4.4,29,0.71,212.96,19.7
2025-09-03,Wednesday,Fall,San Francisco,Hostel,361.14,0.29,396.98,59.84,Yes,5.0,39,0.56,338.27,14.5
2025-09-04,Thursday,Fall,Chicago,Airbnb,132.17,0.69,155.11,84.38,Yes,3.1,1,0.63,175.67,0.0
2025-09-05,Friday,Fall,Miami,Airbnb,189.98,0.37,222.28,32.28,No,4.9,14,0.44,138.04,18.8
2025-09-06,Saturday,Fall,Chicago,Hostel,350.61,0.57,307.57,77.79,No,3.2,24,0.34,389.66,0.0
2025-09-07,Sunday,Fall,Chicago,Airbnb,306.89,0.87,284.76,60.49,No,3.6,45,0.7,361.97,0.0
2025-09-08,Monday,Fall,San Francisco,Hotel,323.79,0.68,263.8,42.06,No,4.5,9,0.92,315.29,7.1
2025-09-09,Tuesday,Fall,Boston,Hotel,73.37,0.46,79.62,65.52,No,4.0,51,0.58,75.61,0.0
2025-09-10,Wednesday,Fall,Miami,Airbnb,172.87,0.27,164.0,77.46,No,4.3,18,0.6,147.07,14.1
2025-09-11,Thursday,Fall,San Francisco,Hostel,217.55,0.34,238.08,39.8,No,4.3,49,0.52,185.15,6.0
2025-09-12,Friday,Fall,Boston,Hostel,481.11,0.99,518.38,52.07,Yes,4.7,52,0.73,650.56,0.0
2025-09-13,Saturday,Fall,Austin,Hotel,126.48,0.51,131.23,71.3,Yes,4.2,14,0.92,154.04,0.0
2025-09-14,Sunday,Fall,New York,Hotel,174.0,0.21,190.51,30.52,No,4.1,54,0.48,122.53,14.7
2025-09-15,Monday,Fall,New York,Hostel,230.73,0.36,226.07,77.98,No,4.6,54,0.96,197.57,16.7
2025-09-16,Tuesday,Fall,Chicago,Hotel,462.14,0.23,370.11,55.05,No,4.2,30,0.35,342.09,18.4
2025-09-17,Wednesday,Fall,Los Angeles,Hostel,398.06,0.79,438.57,34.73,No,5.0,24,0.47,402.57,5.5
2025-09-18,Thursday,Fall,Seattle,Airbnb,161.35,0.72,167.65,48.72,No,3.8,10,0.84,152.54,12.8
2025-09-19,Friday,Fall,Boston,Hotel,228.29,0.97,220.53,83.48,Yes,3.8,47,0.96,328.38,0.0
2025-09-20,Saturday,Fall,Boston,Hotel,451.52,0.87,432.35,92.58,Yes,4.4,57,0.38,643.75,0.0
2025-09-21,Sunday,Fall,Austin,Hostel,407.47,0.47,467.49,41.05,No,4.4,16,0.75,339.55,13.3
2025-09-22,Monday,Fall,San Francisco,Hotel,464.05,0.8,438.32,69.32,No,4.8,35,0.87,546.63,0.0
2025-09-23,Tuesday,Fall,Chicago,Hotel,468.25,0.61,450.14,96.83,No,4.9,46,0.7,554.64,0.0
2025-09-24,Wednesday,Fall,Austin,Airbnb,299.33,0.96,286.55,73.48,No,4.7,7,0.86,375.49,0.0
2025-09-25,Thursday,Fall,Los Angeles,Hotel,151.58,0.54,155.63,88.22,No,3.7,6,0.33,171.39,0.0
2025-09-26,Friday,Fall,Austin,Airbnb,480.03,0.87,406.56,74.06,Yes,3.6,10,0.4,657.73,0.0
2025-09-27,Saturday,Fall,Chicago,Hostel,353.19,0.45,391.98,34.56,No,4.0,5,0.64,271.73,17.6
2025-09-28,Sunday,Fall,Chicago,Hostel,108.22,0.77,108.49,81.91,No,4.4,57,0.81,130.27,0.0
2025-09-29,Monday,Fall,Chicago,Hotel,451.86,0.94,442.74,78.86,No,3.8,56,0.54,570.51,0.0
2025-09-30,Tuesday,Fall,Austin,Hotel,493.44,0.69,555.61,64.53,No,4.3,6,0.31,552.45,0.0
2025-10-01,Wednesday,Fall,Austin,Hostel,384.63,0.47,373.67,69.34,No,3.2,45,0.68,402.33,0.0
2025-10-02,Thursday,Fall,New York,Hostel,409.75,0.29,375.58,98.4,Yes,3.6,9,0.54,439.71,11.4
2025-10-03,Friday,Fall,San Francisco,Hotel,366.76,0.71,365.76,87.04,No,4.7,29,0.85,438.32,0.0
2025-10-04,Saturday,Fall,Los Angeles,Airbnb,338.79,0.93,380.88,93.08,No,4.1,26,0.81,440.85,0.0
2025-10-05,Sunday,Fall,Chicago,Hostel,118.9,0.56,104.33,30.72,Yes,3.8,29,0.43,112.01,15.6
2025-10-06,Monday,Fall,San Francisco,Hostel,461.8,0.97,491.62,70.19,No,3.2,17,0.42,576.59,0.0
2025-10-07,Tuesday,Fall,San Francisco,Airbnb,180.49,0.66,153.29,73.72,No,4.9,32,0.55,204.89,0.0
2025-10-08,Wednesday,Fall,Los Angeles,Airbnb,161.91,0.97,146.7,68.99,No,3.5,3,0.63,201.57,0.0
2025-10-09,Thursday,Fall,New York,Airbnb,95.34,0.74,103.94,43.73,Yes,4.5,2,0.38,104.13,11.0
2025-10-10,Friday,Fall,Austin,Hotel,233.12,0.61,188.7,38.2,Yes,3.0,55,0.34,217.15,19.6
2025-10-11,Saturday,Fall,San Francisco,Hostel,124.12,0.89,114.97,32.81,Yes,3.5,34,0.53,146.05,6.2
2025-10-12,Sunday,Fall,Seattle,Airbnb,64.37,0.81,54.82,31.08,Yes,3.9,10,0.34,68.87,12.1
2025-10-13,Monday,Fall,Miami,Hostel,178.46,0.78,150.7,73.97,No,4.9,56,0.71,211.28,0.0
2025-10-14,Tuesday,Fall,New York,Hotel,387.86,0.94,398.15,65.82,No,3.0,40,0.38,474.53,0.0
2025-10-15,Wednesday,Fall,Boston,Airbnb,178.39,0.37,181.54,30.2,No,4.8,29,0.7,141.08,11.0
2025-10-16,Thursday,Fall,Chicago,Hostel,207.0,0.61,206.56,54.95,Yes,4.6,14,0.85,250.23,0.0
2025-10-17,Friday,Fall,Los Angeles,Hotel,365.88,0.92,373.12,63.55,No,4.1,31,0.53,442.22,0.0
2025-10-18,Saturday,Fall,Miami,Hotel,132.41,0.45,158.57,96.69,No,4.9,5,0.85,148.31,0.0
2025-10-19,Sunday,Fall,New York,Hostel,486.3,0.27,534.22,71.71,Yes,3.0,27,0.55,456.06,16.5
2025-10-20,Monday,Fall,New York,Hostel,345.24,0.84,345.24,43.58,No,4.0,53,0.93,345.44,10.4
2025-10-21,Tuesday,Fall,Austin,Hotel,271.48,0.29,222.73,34.11,Yes,4.1,57,0.37,254.62,7.9
2025-10-22,Wednesday,Fall,San Francisco,Hotel,432.71,0.68,347.19,93.36,No,5.0,4,0.31,520.15,0.0
2025-10-23,Thursday,Fall,Austin,Airbnb,256.36,0.72,286.52,61.31,No,4.9,22,0.4,287.62,0.0
2025-10-24,Friday,Fall,New York,Airbnb,89.92,0.55,72.13,97.29,Yes,3.3,28,0.64,117.96,0.0
2025-10-25,Saturday,Fall,Los Angeles,Hostel,378.44,0.24,429.26,94.23,No,4.6,47,0.37,343.36,11.8
2025-10-26,Sunday,Fall,Chicago,Airbnb,81.97,0.87,96.81,50.84,No,4.1,35,0.89,94.31,0.0
2025-10-27,Monday,Fall,San Francisco,Hotel,154.2,0.66,172.8,55.66,Yes,4.5,51,0.34,189.82,0.0
2025-10-28,Tuesday,Fall,Austin,Airbnb,339.56,0.35,331.08,77.99,Yes,3.9,8,0.3,338.84,15.0
2025-10-29,Wednesday,Fall,Seattle,Hotel,230.29,0.68,191.94,46.55,Yes,3.7,47,0.31,246.1,11.8
2025-10-30,Thursday,Fall,Seattle,Airbnb,371.44,0.88,428.67,62.6,No,4.7,14,0.49,441.94,0.0
2025-10-31,Friday,Fall,San Francisco,Airbnb,104.78,0.45,106.43,77.27,Yes,4.3,15,0.59,126.97,0.0
2025-11-01,Saturday,Fall,Seattle,Hotel,105.29,0.75,113.42,80.84,Yes,4.5,47,0.6,141.35,0.0
2025-11-02,Sunday,Fall,Seattle,Hostel,276.4,0.34,296.32,97.41,Yes,4.0,54,0.7,282.79,16.7
2025-11-03,Monday,Fall,San Francisco,Airbnb,198.03,0.87,177.52,91.21,No,3.5,59,0.85,251.82,0.0
2025-11-04,Tuesday,Fall,Seattle,Hotel,376.69,0.69,308.57,76.39,Yes,3.7,21,0.61,491.64,0.0
2025-11-05,Wednesday,Fall,New York,Airbnb,176.97,0.88,203.17,61.76,No,4.4,17,0.71,210.11,0.0
2025-11-06,Thursday,Fall,Austin,Airbnb,468.46,0.85,476.64,95.9,Yes,4.8,40,0.64,668.82,0.0
2025-11-07,Friday,Fall,New York,Hotel,173.26,0.75,155.61,69.64,No,4.4,33,0.95,200.79,0.0
2025-11-08,Saturday,Fall,San Francisco,Hotel,358.6,0.31,325.15,38.77,Yes,4.6,8,1.0,333.14,10.7
2025-11-09,Sunday,Fall,Chicago,Hostel,273.44,0.21,283.49,52.77,No,4.1,15,0.8,203.49,16.6
2025-11-10,Monday,Fall,Chicago,Hostel,437.9,0.65,456.19,79.78,No,3.3,58,0.44,503.3,0.0
2025-11-11,Tuesday,Fall,Austin,Airbnb,260.82,0.55,257.5,56.29,Yes,3.5,14,0.79,310.08,0.0
2025-11-12,Wednesday,Fall,Miami,Hotel,333.55,0.55,300.82,72.93,No,3.4,49,0.31,363.17,0.0
2025-11-13,Thursday,Fall,Los Angeles,Hostel,170.48,0.22,153.38,50.26,No,3.7,11,0.86,133.34,12.0
2025-11-14,Friday,Fall,Austin,Hostel,273.59,0.22,276.16,77.42,Yes,3.5,40,0.6,261.74,14.6
2025-11-15,Saturday,Fall,Miami,Hotel,429.54,0.69,470.24,47.41,Yes,3.4,47,0.51,428.04,18.2
2025-11-16,Sunday,Fall,Austin,Airbnb,436.09,0.74,431.26,73.29,No,4.5,46,0.83,508.42,0.0
2025-11-17,Monday,Fall,Los Angeles,Hotel,167.62,0.48,185.53,96.5,No,4.8,36,0.8,189.66,0.0
2025-11-18,Tuesday,Fall,San Francisco,Hostel,353.33,0.67,390.82,91.61,No,4.7,46,0.47,421.46,0.0
2025-11-19,Wednesday,Fall,New York,Hotel,474.14,0.54,398.22,88.99,No,4.8,8,0.85,537.19,0.0
2025-11-20,Thursday,Fall,San Francisco,Hotel,298.99,0.89,251.5,84.33,No,3.3,46,0.62,376.43,0.0
2025-11-21,Friday,Fall,Boston,Hostel,236.0,0.34,225.62,65.84,No,3.6,22,0.37,206.11,11.2
2025-11-22,Saturday,Fall,Seattle,Hotel,220.36,0.32,249.86,89.68,No,3.2,44,0.34,208.58,9.6
2025-11-23,Sunday,Fall,New York,Hotel,382.26,0.75,370.12,90.91,No,3.1,40,0.95,467.4,0.0
2025-11-24,Monday,Fall,Boston,Airbnb,209.16,0.72,182.77,52.49,No,4.5,48,0.49,229.13,0.0
2025-11-25,Tuesday,Fall,Seattle,Hostel,374.23,0.25,444.06,73.45,Yes,4.0,25,0.34,366.86,12.5
2025-11-26,Wednesday,Fall,New York,Hotel,481.32,0.67,491.99,87.87,No,4.9,7,0.34,568.73,0.0
2025-11-27,Thursday,Fall,Boston,Hostel,219.29,0.9,182.21,83.42,Yes,4.7,5,0.44,309.26,0.0
2025-11-28,Friday,Fall,Chicago,Hotel,209.98,0.52,246.29,49.92,No,4.9,4,0.49,169.29,20.0
2025-11-29,Saturday,Fall,San Francisco,Airbnb,488.65,0.64,501.18,93.11,No,4.4,37,0.56,579.21,0.0
2025-11-30,Sunday,Fall,Los Angeles,Hostel,153.84,1.0,139.72,56.48,No,4.0,15,0.84,187.6,0.0
2025-12-01,Monday,Winter,Miami,Airbnb,247.69,0.6,237.12,97.83,Yes,4.0,43,0.91,330.29,0.0
2025-12-02,Tuesday,Winter,Miami,Hostel,402.35,0.66,386.97,95.49,No,3.6,10,0.96,483.01,0.0
2025-12-03,Wednesday,Winter,Los Angeles,Hotel,74.1,0.3,59.42,90.81,No,3.1,40,0.5,63.34,18.0
2025-12-04,Thursday,Winter,Chicago,Airbnb,423.88,0.83,432.96,39.73,Yes,3.3,32,0.35,457.16,13.8
2025-12-05,Friday,Winter,New York,Hotel,388.94,0.65,312.99,44.78,No,4.9,44,0.75,354.6,12.7
2025-12-06,Saturday,Winter,Seattle,Hostel,341.29,0.52,353.39,97.87,Yes,3.2,45,0.43,444.23,0.0
2025-12-07,Sunday,Winter,Los Angeles,Airbnb,173.8,0.26,166.84,47.92,No,3.5,0,0.4,141.52,9.3
2025-12-08,Monday,Winter,New York,Hostel,480.17,0.65,560.97,98.89,No,3.7,7,0.37,579.41,0.0
2025-12-09,Tuesday,Winter,Chicago,Hotel,474.96,0.45,382.73,47.72,No,3.1,49,0.61,374.85,18.9
2025-12-10,Wednesday,Winter,Miami,Hostel,453.79,0.84,388.65,66.42,No,4.4,2,0.4,537.86,0.0
2025-12-11,Thursday,Winter,Austin,Airbnb,219.43,0.28,203.18,68.68,Yes,4.1,58,0.36,231.1,5.8
2025-12-12,Friday,Winter,San Francisco,Hostel,411.76,0.6,406.97,63.3,No,3.8,19,0.58,444.66,0.0
2025-12-13,Saturday,Winter,Miami,Hostel,88.96,0.37,85.6,36.64,No,4.7,27,0.92,75.12,7.0
2025-12-14,Sunday,Winter,Austin,Hotel,211.88,0.84,188.26,71.03,Yes,4.6,45,0.92,285.85,0.0
2025-12-15,Monday,Winter,New York,Airbnb,482.42,0.75,542.0,47.86,No,4.3,28,0.97,447.9,15.1
2025-12-16,Tuesday,Winter,Los Angeles,Hotel,192.58,0.82,155.28,56.34,No,4.8,37,0.56,220.89,0.0
2025-12-17,Wednesday,Winter,Austin,Hotel,259.67,0.28,278.79,37.19,No,3.2,12,0.49,198.94,12.3
2025-12-18,Thursday,Winter,Austin,Airbnb,326.22,0.57,366.09,83.77,Yes,3.8,58,0.49,417.34,0.0
2025-12-19,Friday,Winter,San Francisco,Hotel,81.09,0.38,68.37,30.52,No,3.6,33,0.41,67.24,7.2
2025-12-20,Saturday,Winter,Boston,Hotel,205.43,1.0,236.32,77.61,Yes,3.8,4,0.33,294.35,0.0
2025-12-21,Sunday,Winter,New York,Hostel,63.86,0.32,53.05,43.63,No,4.0,24,0.79,54.33,6.4
2025-12-22,Monday,Winter,Boston,Airbnb,413.75,0.86,450.67,77.85,No,3.5,19,0.59,507.9,0.0
2025-12-23,Tuesday,Winter,Seattle,Hotel,219.05,0.23,232.81,45.58,No,4.4,27,0.41,155.15,19.4
2025-12-24,Wednesday,Winter,Miami,Hostel,281.95,0.61,269.07,88.52,No,3.6,25,0.65,326.94,0.0
2025-12-25,Thursday,Winter,Austin,Hostel,466.65,0.42,423.03,81.67,Yes,4.6,18,0.93,566.05,0.0
2025-12-26,Friday,Winter,Chicago,Airbnb,415.68,0.92,454.07,49.21,Yes,3.2,10,0.54,517.9,5.3
2025-12-27,Saturday,Winter,Miami,Hotel,366.51,0.75,359.21,52.6,Yes,3.9,27,0.4,461.0,0.0
2025-12-28,Sunday,Winter,Seattle,Airbnb,373.96,0.43,313.17,82.88,No,4.9,39,0.8,400.38,0.0
2025-12-29,Monday,Winter,Seattle,Hostel,398.35,0.78,464.12,33.64,No,4.7,23,0.42,359.05,15.2
2025-12-30,Tuesday,Winter,Boston,Airbnb,280.29,0.49,252.03,62.49,No,3.5,52,0.57,289.67,0.0
2025-12-31,Wednesday,Winter,Miami,Hotel,435.36,0.82,399.04,40.05,No,3.8,27,0.57,399.21,16.5
2025-01-01,Wednesday,Winter,Miami,Hostel,140.24,0.73,136.56,65.01,Yes,4.6,16,0.63,180.49,0.0
2025-01-02,Thursday,Winter,Miami,Hostel,161.06,0.53,138.14,49.57,No,3.8,40,0.33,148.29,8.9
2025-01-03,Friday,Winter,Los Angeles,Hostel,148.67,0.8,146.58,31.05,No,4.5,49,0.72,137.2,13.2
2025-01-04,Saturday,Winter,New York,Hotel,119.38,0.49,131.77,80.65,No,3.3,57,0.77,129.88,0.0
2025-01-05,Sunday,Winter,Miami,Airbnb,237.95,0.65,257.24,96.54,No,4.5,35,0.69,285.45,0.0
2025-01-06,Monday,Winter,Chicago,Airbnb,323.05,0.95,343.05,39.15,Yes,4.2,12,0.91,356.27,15.0
2025-01-07,Tuesday,Winter,Austin,Hotel,64.04,0.33,52.24,83.62,Yes,3.3,12,0.44,62.19,17.9
2025-01-08,Wednesday,Winter,New York,Airbnb,388.74,0.74,376.57,32.18,No,4.7,29,0.63,353.4,12.8
2025-01-09,Thursday,Winter,Miami,Airbnb,390.28,0.54,397.53,58.88,No,4.5,29,0.67,406.92,0.0
2025-01-10,Friday,Winter,Austin,Airbnb,399.18,0.58,344.4,90.88,Yes,4.3,53,0.48,520.79,0.0
2025-01-11,Saturday,Winter,Austin,Airbnb,491.12,0.96,437.4,60.3,No,3.3,1,0.8,596.66,0.0
2025-01-12,Sunday,Winter,Seattle,Hotel,347.14,0.59,389.47,73.08,No,3.5,53,0.88,383.67,0.0
2025-01-13,Monday,Winter,Boston,Airbnb,473.55,0.64,451.87,73.75,Yes,4.0,11,0.79,604.84,0.0
2025-01-14,Tuesday,Winter,Austin,Airbnb,216.86,0.58,218.49,59.57,No,3.2,14,0.87,230.03,0.0
2025-01-15,Wednesday,Winter,Los Angeles,Hostel,488.86,0.66,540.97,58.11,No,4.1,18,0.67,532.04,0.0
2025-01-16,Thursday,Winter,Chicago,Hotel,266.3,0.57,294.17,82.73,Yes,4.5,38,0.88,339.85,0.0
2025-01-17,Friday,Winter,Los Angeles,Hostel,378.28,0.9,334.43,90.93,Yes,4.8,6,0.51,542.0,0.0
2025-01-18,Saturday,Winter,San Francisco,Hostel,320.59,0.43,377.19,43.59,No,3.7,24,0.91,283.76,7.1
2025-01-19,Sunday,Winter,Seattle,Hostel,77.75,0.38,77.49,62.86,Yes,4.0,43,0.86,80.26,9.5
2025-01-20,Monday,Winter,Los Angeles,Hostel,460.95,0.87,380.46,33.75,No,4.3,44,0.66,429.17,15.3
2025-01-21,Tuesday,Winter,Chicago,Hostel,80.07,0.8,69.56,86.61,Yes,4.1,54,0.89,110.48,0.0
2025-01-22,Wednesday,Winter,Seattle,Hostel,184.69,0.25,184.73,91.44,Yes,3.6,47,0.38,192.16,11.4
2025-01-23,Thursday,Winter,New York,Hostel,472.42,0.96,434.0,43.5,No,3.3,30,0.36,492.92,10.4
2025-01-24,Friday,Winter,Chicago,Airbnb,57.66,0.41,66.89,61.29,No,3.1,8,0.34,57.54,0.0
2025-01-25,Saturday,Winter,Miami,Hostel,192.43,0.63,173.6,97.11,No,4.0,16,0.61,229.63,0.0
2025-01-26,Sunday,Winter,Chicago,Hostel,482.96,0.6,557.46,65.5,No,4.3,40,0.37,524.74,0.0
2025-01-27,Monday,Winter,Miami,Airbnb,216.9,0.29,232.18,84.08,No,3.5,48,0.8,199.22,9.8
2025-01-28,Tuesday,Winter,Seattle,Hostel,292.51,0.34,262.82,60.58,No,4.3,2,0.61,251.65,11.1
2025-01-29,Wednesday,Winter,Seattle,Hostel,213.45,0.78,194.82,56.51,Yes,3.6,47,0.95,273.54,0.0
2025-01-30,Thursday,Winter,Austin,Hostel,318.92,0.31,341.3,44.1,No,3.7,59,0.46,249.44,13.7
2025-01-31,Friday,Winter,Austin,Hotel,495.84,0.77,531.86,61.51,Yes,4.8,47,0.51,640.89,0.0
2025-02-01,Saturday,Winter,Los Angeles,Airbnb,472.2,0.5,528.24,48.12,No,3.1,19,0.43,435.73,7.2
2025-02-02,Sunday,Winter,San Francisco,Airbnb,181.8,0.75,216.33,89.73,No,3.4,30,0.68,221.65,0.0
2025-02-03,Monday,Winter,Boston,Airbnb,172.04,0.76,157.97,69.1,No,3.3,15,0.43,199.79,0.0
2025-02-04,Tuesday,Winter,New York,Airbnb,126.69,0.22,107.52,46.28,No,3.4,28,0.84,105.54,5.0
2025-02-05,Wednesday,Winter,Miami,Hostel,174.13,0.81,207.03,41.97,No,3.9,4,0.47,159.54,16.7
2025-02-06,Thursday,Winter,New York,Hostel,258.66,0.57,263.41,60.37,No,4.6,20,0.72,273.95,0.0
2025-02-07,Friday,Winter,Los Angeles,Hotel,389.09,0.96,432.35,67.73,No,3.4,54,0.83,481.38,0.0
2025-02-08,Saturday,Winter,Chicago,Hotel,332.64,0.54,371.1,37.36,No,4.2,20,0.59,284.03,12.7
2025-02-09,Sunday,Winter,Austin,Hotel,487.59,0.95,516.14,70.88,No,3.7,21,0.67,605.9,0.0
2025-02-10,Monday,Winter,Boston,Hotel,77.91,0.74,78.31,56.7,Yes,3.1,58,0.54,98.64,0.0
2025-02-11,Tuesday,Winter,Seattle,Airbnb,354.19,0.88,396.9,59.55,No,4.9,1,0.92,418.17,0.0
2025-02-12,Wednesday,Winter,Miami,Airbnb,461.19,0.94,458.55,63.34,Yes,4.7,8,0.35,629.99,0.0
2025-02-13,Thursday,Winter,Seattle,Hotel,203.22,0.44,227.53,40.94,No,4.5,23,0.65,161.97,16.0
2025-02-14,Friday,Winter,New York,Hostel,322.91,0.72,284.98,87.92,Yes,4.9,34,0.79,436.5,0.0
2025-02-15,Saturday,Winter,San Francisco,Hostel,297.0,0.79,278.22,63.0,No,3.1,44,0.53,343.04,0.0
2025-02-16,Sunday,Winter,Seattle,Hostel,71.37,0.95,61.95,59.72,No,4.3,6,0.68,86.3,0.0
2025-02-17,Monday,Winter,Los Angeles,Hostel,141.81,0.25,128.05,52.2,No,3.8,52,0.6,107.99,16.0
2025-02-18,Tuesday,Winter,Boston,Hostel,109.88,0.43,91.58,73.11,Yes,3.9,43,0.35,130.9,0.0
2025-02-19,Wednesday,Winter,Miami,Airbnb,297.28,0.55,352.51,95.58,No,4.3,23,0.91,343.88,0.0
2025-02-20,Thursday,Winter,Miami,Hostel,399.98,0.25,455.82,30.31,No,3.2,0,0.66,299.36,11.0
2025-02-21,Friday,Winter,Boston,Hotel,94.83,0.73,113.66,37.87,No,5.0,33,0.93,82.58,17.5
2025-02-22,Saturday,Winter,New York,Airbnb,465.6,0.4,453.9,63.59,No,3.1,4,0.69,465.96,0.0
2025-02-23,Sunday,Winter,Chicago,Hostel,362.01,0.44,402.56,60.23,No,3.3,40,0.43,364.43,0.0
2025-02-24,Monday,Winter,New York,Hotel,134.82,0.69,123.72,96.62,No,4.6,2,0.91,163.92,0.0
2025-02-25,Tuesday,Winter,Austin,Hotel,479.31,0.44,557.01,99.82,No,4.6,52,0.59,539.44,0.0
2025-02-26,Wednesday,Winter,San Francisco,Hostel,302.95,0.69,318.43,58.15,Yes,3.3,30,0.33,378.82,0.0
2025-02-27,Thursday,Winter,Seattle,Airbnb,472.97,0.89,446.78,97.03,No,4.7,25,0.5,613.48,0.0
2025-02-28,Friday,Winter,Los Angeles,Hotel,258.46,0.85,263.82,54.85,No,3.3,51,0.72,298.4,0.0
2025-03-01,Saturday,Spring,San Francisco,Airbnb,374.34,0.83,317.16,73.96,No,4.6,19,0.49,450.66,0.0
2025-03-02,Sunday,Spring,Chicago,Hotel,348.26,0.21,305.04,52.88,No,4.8,19,0.94,252.74,18.7
2025-03-03,Monday,Spring,Austin,Airbnb,496.48,0.59,430.56,92.23,No,4.2,2,0.96,577.25,0.0
2025-03-04,Tuesday,Spring,Los Angeles,Hotel,105.41,0.96,117.14,87.96,No,3.3,1,0.7,136.81,0.0
2025-03-05,Wednesday,Spring,Austin,Hostel,391.59,0.46,352.93,88.66,No,4.9,41,0.98,430.74,0.0
2025-03-06,Thursday,Spring,Boston,Hostel,358.18,0.24,354.85,74.66,No,3.2,47,0.81,316.86,8.8
2025-03-07,Friday,Spring,Miami,Airbnb,58.25,0.23,63.49,72.94,No,4.7,7,0.76,46.06,17.7
2025-03-08,Saturday,Spring,Seattle,Hotel,118.69,0.24,134.15,68.58,No,4.7,8,0.84,103.58,8.3
2025-03-09,Sunday,Spring,Austin,Airbnb,144.67,0.68,140.97,91.01,No,3.6,48,0.44,172.88,0.0
2025-03-10,Monday,Spring,Los Angeles,Airbnb,254.95,0.73,305.78,87.21,No,3.9,7,0.41,306.87,0.0
2025-03-11,Tuesday,Spring,Boston,Hotel,197.14,0.41,234.45,72.93,No,3.1,14,0.35,203.6,0.0
2025-03-12,Wednesday,Spring,San Francisco,Airbnb,364.27,0.43,418.02,63.81,No,3.7,38,0.61,369.16,0.0
2025-03-13,Thursday,Spring,Seattle,Airbnb,75.51,0.9,77.45,43.88,No,3.6,42,0.77,69.49,19.4
2025-03-14,Friday,Spring,Boston,Hostel,59.33,0.94,50.98,44.82,Yes,4.6,19,0.79,70.91,8.8
2025-03-15,Saturday,Spring,Austin,Airbnb,145.58,0.4,143.73,40.24,No,3.2,57,0.82,121.13,10.6
2025-03-16,Sunday,Spring,Chicago,Airbnb,464.88,0.46,392.57,96.17,No,4.1,45,0.7,521.83,0.0
2025-03-17,Monday,Spring,Austin,Hotel,211.02,0.76,226.73,70.23,No,3.1,1,0.37,245.77,0.0
2025-03-18,Tuesday,Spring,Austin,Hostel,300.82,0.43,356.29,89.69,No,4.6,46,0.61,328.22,0.0
2025-03-19,Wednesday,Spring,Chicago,Hotel,192.36,0.36,171.78,99.32,No,4.1,21,0.75,195.77,6.8
2025-03-20,Thursday,Spring,Boston,Hostel,145.02,0.82,153.68,75.56,Yes,4.9,0,0.55,196.46,0.0
2025-03-21,Friday,Spring,San Francisco,Hotel,318.51,0.51,281.35,73.96,Yes,4.2,24,0.88,390.46,0.0
2025-03-22,Saturday,Spring,Los Angeles,Hostel,377.7,0.7,438.47,48.49,Yes,4.2,52,0.65,377.69,18.4
2025-03-23,Sunday,Spring,Los Angeles,Airbnb,344.36,0.36,372.05,92.6,No,3.1,34,0.41,307.08,16.8
2025-03-24,Monday,Spring,New York,Airbnb,451.16,0.64,514.0,75.99,Yes,4.3,53,0.5,579.28,0.0
2025-03-25,Tuesday,Spring,Miami,Hostel,222.71,0.57,231.4,39.15,No,4.5,25,0.53,177.36,20.0
2025-03-26,Wednesday,Spring,Los Angeles,Airbnb,185.26,0.56,200.54,40.85,No,3.5,8,0.78,162.83,11.8
2025-03-27,Thursday,Spring,Miami,Hostel,136.34,0.93,149.44,69.17,Yes,3.9,25,0.77,188.08,0.0
2025-03-28,Friday,Spring,Seattle,Airbnb,141.37,0.89,162.01,72.98,No,3.9,46,0.77,173.17,0.0
2025-03-29,Saturday,Spring,New York,Airbnb,88.49,0.64,101.06,64.62,Yes,3.2,35,0.47,110.6,0.0
2025-03-30,Sunday,Spring,New York,Hostel,350.53,0.96,342.96,92.87,No,4.0,7,0.64,460.11,0.0
2025-03-31,Monday,Spring,Boston,Hostel,176.36,0.38,177.38,50.36,No,3.2,31,0.91,159.35,5.2
2025-04-01,Tuesday,Spring,Chicago,Airbnb,265.45,0.9,233.19,97.06,Yes,4.5,52,0.62,385.22,0.0
2025-04-02,Wednesday,Spring,Los Angeles,Airbnb,62.14,0.53,72.32,62.72,No,4.1,11,0.52,65.26,0.0
